CPF,DATA_CONSULTA,CUSTO_CONSULTA,DESCRICAO_TRATAMENTO,NOME_DENTISTA,OUT_OF_RANGE,DAYS_SINCE_LAST,RECENT_CONSULTATION,TREATMENT_ENCODED,DENTIST_ENCODED,SINISTRO
61634748640,2023-03-20,1951,Tratamento de Canal,Dr. Santos,1,9999.0,0,4,1,0
62231205197,2023-01-15,172,Clareamento Dental,Dr. Santos,1,9999.0,0,0,1,0
62682372601,2023-09-09,1077,Tratamento de Canal,Dr. Oliveira,1,9999.0,0,4,0,1
62966719936,2024-01-19,2128,Clareamento Dental,Dra. Mendes,1,9999.0,0,0,3,0
63126976901,2023-09-23,2894,Tratamento Periodontal,Dra. Mendes,1,9999.0,0,3,3,0
63135772174,2023-09-13,2931,Restauração Dentária,Dra. Mendes,1,9999.0,0,2,3,0
63211728048,2023-03-23,869,Implantodontia,Dr. Oliveira,1,9999.0,0,1,0,1
63263650105,2023-12-11,459,Tratamento de Canal,Dr. Silva,0,9999.0,0,4,2,0
63475295554,2023-04-06,944,Clareamento Dental,Dr. Santos,1,9999.0,0,0,1,0
63585226381,2023-03-04,1580,Tratamento de Canal,Dr. Oliveira,1,9999.0,0,4,0,1
63780589861,2023-11-06,1171,Restauração Dentária,Dr. Silva,0,9999.0,0,2,2,1
64035445803,2023-09-05,2415,Tratamento de Canal,Dr. Silva,1,9999.0,0,4,2,1
64198459486,2024-04-18,1040,Tratamento de Canal,Dra. Pereira,1,9999.0,0,4,4,0
64339333034,2023-05-19,552,Implantodontia,Dr. Silva,1,9999.0,0,1,2,1
64855132663,2023-01-03,1902,Tratamento Periodontal,Dra. Pereira,1,9999.0,0,3,4,1
64972989043,2023-05-31,502,Tratamento Periodontal,Dra. Mendes,0,9999.0,0,3,3,0
65192622674,2023-07-07,628,Tratamento Periodontal,Dra. Mendes,0,9999.0,0,3,3,0
65329827105,2023-06-21,496,Restauração Dentária,Dra. Mendes,0,9999.0,0,2,3,0
65427705720,2023-06-29,630,Implantodontia,Dra. Mendes,1,9999.0,0,1,3,0
65646853219,2023-10-04,1065,Implantodontia,Dr. Oliveira,1,9999.0,0,1,0,0
65708568089,2023-10-09,560,Implantodontia,Dr. Santos,1,9999.0,0,1,1,1
65977919167,2023-11-24,2614,Restauração Dentária,Dra. Pereira,1,9999.0,0,2,4,1
65992429212,2024-02-12,1487,Tratamento de Canal,Dr. Oliveira,1,9999.0,0,4,0,1
66012738147,2023-02-28,623,Restauração Dentária,Dra. Pereira,0,9999.0,0,2,4,0
66068163518,2024-03-19,2841,Implantodontia,Dr. Oliveira,0,9999.0,0,1,0,0
66083962389,2023-10-30,716,Implantodontia,Dr. Santos,1,9999.0,0,1,1,0
66208374713,2023-07-25,811,Tratamento de Canal,Dr. Santos,0,9999.0,0,4,1,0
66294834560,2023-11-11,1359,Clareamento Dental,Dra. Mendes,1,9999.0,0,0,3,0
66424703439,2024-04-24,644,Tratamento de Canal,Dr. Santos,0,9999.0,0,4,1,0
66460648477,2024-04-30,690,Implantodontia,Dr. Silva,1,9999.0,0,1,2,0
66599511448,2023-08-24,440,Tratamento Periodontal,Dr. Oliveira,0,9999.0,0,3,0,0
66648422604,2024-02-15,863,Implantodontia,Dr. Santos,1,9999.0,0,1,1,0
67133267113,2024-03-25,542,Tratamento Periodontal,Dr. Santos,0,9999.0,0,3,1,0
67334746985,2023-09-21,719,Clareamento Dental,Dra. Mendes,1,9999.0,0,0,3,1
68089598331,2023-09-04,682,Restauração Dentária,Dr. Santos,0,9999.0,0,2,1,0
68186199361,2023-03-07,478,Restauração Dentária,Dr. Oliveira,0,9999.0,0,2,0,0
68227893580,2023-12-02,1007,Tratamento Periodontal,Dra. Mendes,0,9999.0,0,3,3,0
68515384055,2023-09-29,952,Tratamento de Canal,Dr. Oliveira,0,9999.0,0,4,0,1
68838044285,2024-02-06,695,Tratamento de Canal,Dra. Mendes,0,9999.0,0,4,3,1
68980645208,2023-12-09,410,Tratamento de Canal,Dra. Mendes,0,9999.0,0,4,3,0
69028735720,2023-02-23,986,Implantodontia,Dr. Silva,1,9999.0,0,1,2,0
69065502836,2023-07-03,1600,Implantodontia,Dra. Pereira,0,9999.0,0,1,4,1
69098444629,2024-02-07,989,Implantodontia,Dr. Oliveira,1,9999.0,0,1,0,1
69245655902,2023-04-05,554,Clareamento Dental,Dr. Santos,0,9999.0,0,0,1,0
69403864621,2023-11-28,486,Implantodontia,Dr. Santos,1,9999.0,0,1,1,1
69553139586,2023-02-03,518,Implantodontia,Dra. Mendes,1,9999.0,0,1,3,0
69678402456,2023-04-01,291,Tratamento de Canal,Dr. Oliveira,0,9999.0,0,4,0,1
69765992543,2023-09-06,1095,Clareamento Dental,Dra. Mendes,1,9999.0,0,0,3,0
69851065861,2023-07-26,1021,Implantodontia,Dr. Santos,1,9999.0,0,1,1,0
70248380940,2023-10-18,400,Clareamento Dental,Dr. Santos,0,9999.0,0,0,1,0
70348135428,2024-04-12,495,Tratamento de Canal,Dra. Pereira,0,9999.0,0,4,4,0
70427930599,2023-08-14,657,Tratamento de Canal,Dra. Pereira,0,9999.0,0,4,4,0
70869535291,2023-02-05,993,Tratamento de Canal,Dra. Pereira,0,9999.0,0,4,4,0
70958326166,2024-03-23,793,Implantodontia,Dr. Santos,1,9999.0,0,1,1,1
71390775909,2023-02-14,2200,Implantodontia,Dr. Silva,0,9999.0,0,1,2,0
71467100257,2023-05-21,2969,Implantodontia,Dr. Santos,0,9999.0,0,1,1,0
71588453357,2024-02-18,421,Clareamento Dental,Dr. Oliveira,0,9999.0,0,0,0,0
71732355866,2023-08-09,513,Tratamento Periodontal,Dra. Mendes,0,9999.0,0,3,3,0
71922883011,2023-04-29,808,Implantodontia,Dra. Pereira,1,9999.0,0,1,4,0
71938207347,2023-09-17,515,Restauração Dentária,Dr. Silva,0,9999.0,0,2,2,0
72081401401,2023-02-21,667,Restauração Dentária,Dr. Santos,0,9999.0,0,2,1,0
72180382332,2023-11-27,2657,Restauração Dentária,Dra. Pereira,1,9999.0,0,2,4,0
72319966246,2023-04-28,2885,Tratamento Periodontal,Dra. Pereira,1,9999.0,0,3,4,0
72405296265,2024-02-24,2238,Tratamento Periodontal,Dr. Santos,1,9999.0,0,3,1,1
72434921021,2023-01-09,588,Tratamento Periodontal,Dr. Silva,0,9999.0,0,3,2,0
72473204967,2023-05-05,524,Implantodontia,Dr. Silva,1,9999.0,0,1,2,0
72558826993,2023-02-20,505,Clareamento Dental,Dr. Oliveira,0,9999.0,0,0,0,1
72942207329,2023-05-28,440,Tratamento de Canal,Dra. Pereira,0,9999.0,0,4,4,1
73138060150,2023-09-24,691,Clareamento Dental,Dr. Silva,0,9999.0,0,0,2,0
73205009850,2023-07-31,339,Restauração Dentária,Dra. Mendes,0,9999.0,0,2,3,0
73430447938,2024-03-04,595,Restauração Dentária,Dr. Oliveira,0,9999.0,0,2,0,0
73526687098,2023-10-06,801,Tratamento Periodontal,Dr. Santos,0,9999.0,0,3,1,1
73720784243,2024-03-02,950,Restauração Dentária,Dra. Pereira,0,9999.0,0,2,4,0
74152018022,2023-05-02,929,Tratamento Periodontal,Dr. Oliveira,0,9999.0,0,3,0,0
74266440669,2024-01-10,2693,Restauração Dentária,Dra. Pereira,1,9999.0,0,2,4,0
74407138684,2023-03-01,903,Implantodontia,Dra. Pereira,1,9999.0,0,1,4,0
74522271841,2023-01-04,1103,Tratamento de Canal,Dra. Pereira,1,9999.0,0,4,4,1
74675818727,2023-12-28,1219,Restauração Dentária,Dra. Pereira,0,9999.0,0,2,4,1
74898619294,2023-07-04,545,Clareamento Dental,Dr. Silva,0,9999.0,0,0,2,0
74922803590,2023-02-26,360,Tratamento de Canal,Dr. Santos,0,9999.0,0,4,1,0
75024443539,2023-03-02,1397,Implantodontia,Dra. Mendes,1,9999.0,0,1,3,1
75198376690,2023-09-14,1344,Tratamento de Canal,Dr. Oliveira,1,9999.0,0,4,0,0
75307035145,2024-03-14,1738,Clareamento Dental,Dr. Santos,1,9999.0,0,0,1,1
75444625478,2023-08-04,957,Clareamento Dental,Dr. Silva,1,9999.0,0,0,2,1
75676327779,2023-10-17,2318,Tratamento Periodontal,Dra. Mendes,1,9999.0,0,3,3,0
75790149137,2023-10-20,423,Implantodontia,Dr. Santos,1,9999.0,0,1,1,0
75905679585,2023-02-09,1065,Restauração Dentária,Dr. Santos,0,9999.0,0,2,1,1
76380364165,2024-03-06,431,Implantodontia,Dra. Mendes,1,9999.0,0,1,3,0
76710352536,2024-05-04,678,Restauração Dentária,Dr. Santos,0,9999.0,0,2,1,0
76856822382,2023-07-12,2296,Restauração Dentária,Dra. Pereira,1,9999.0,0,2,4,0
77384373474,2023-09-12,674,Restauração Dentária,Dra. Pereira,0,9999.0,0,2,4,0
77495033855,2023-03-11,1277,Tratamento de Canal,Dra. Mendes,1,9999.0,0,4,3,1
77667250678,2023-01-16,476,Restauração Dentária,Dra. Mendes,0,9999.0,0,2,3,0
77691129092,2023-04-25,298,Clareamento Dental,Dr. Oliveira,1,9999.0,0,0,0,0
78007500334,2023-12-26,1880,Implantodontia,Dr. Silva,0,9999.0,0,1,2,0
78166854183,2024-02-09,1716,Tratamento de Canal,Dr. Silva,1,9999.0,0,4,2,1
78374614375,2023-01-25,1530,Clareamento Dental,Dr. Santos,1,9999.0,0,0,1,0
78443464576,2024-03-11,406,Restauração Dentária,Dra. Mendes,0,9999.0,0,2,3,0
78486803082,2023-09-07,2128,Clareamento Dental,Dra. Pereira,1,9999.0,0,0,4,1
78681582490,2023-07-13,1427,Tratamento de Canal,Dr. Oliveira,1,9999.0,0,4,0,0
78768917370,2023-12-19,160,Implantodontia,Dra. Mendes,1,9999.0,0,1,3,0
78957723785,2023-12-22,735,Tratamento de Canal,Dra. Pereira,0,9999.0,0,4,4,1
79071325184,2024-02-20,503,Tratamento de Canal,Dra. Mendes,0,9999.0,0,4,3,1
79138509953,2023-06-25,352,Tratamento Periodontal,Dra. Mendes,0,9999.0,0,3,3,0
79150168141,2024-01-20,304,Tratamento de Canal,Dr. Santos,0,9999.0,0,4,1,0
79214411919,2023-07-11,448,Implantodontia,Dr. Oliveira,1,9999.0,0,1,0,0
79565049200,2023-01-23,682,Clareamento Dental,Dr. Oliveira,0,9999.0,0,0,0,1
79576003827,2024-03-08,607,Clareamento Dental,Dr. Oliveira,0,9999.0,0,0,0,1
79647261522,2023-11-17,2040,Tratamento de Canal,Dra. Mendes,1,9999.0,0,4,3,0
79754282934,2024-05-01,349,Tratamento Periodontal,Dr. Silva,1,9999.0,0,3,2,1
79805101164,2024-04-02,2384,Restauração Dentária,Dra. Mendes,1,9999.0,0,2,3,1
79949227657,2024-03-13,319,Tratamento Periodontal,Dra. Pereira,1,9999.0,0,3,4,0
80621291927,2024-05-14,1173,Restauração Dentária,Dr. Oliveira,0,9999.0,0,2,0,0
80679453945,2023-12-29,995,Tratamento de Canal,Dra. Pereira,0,9999.0,0,4,4,0
80719197973,2024-01-05,476,Tratamento Periodontal,Dr. Oliveira,0,9999.0,0,3,0,0
81220107084,2023-01-07,345,Implantodontia,Dra. Mendes,1,9999.0,0,1,3,0
81748855949,2023-10-05,841,Implantodontia,Dra. Pereira,1,9999.0,0,1,4,1
82115428069,2023-11-22,384,Restauração Dentária,Dr. Silva,0,9999.0,0,2,2,1
82401345536,2023-05-04,760,Tratamento Periodontal,Dr. Oliveira,0,9999.0,0,3,0,0
82406738227,2024-05-02,2571,Restauração Dentária,Dr. Santos,1,9999.0,0,2,1,1
82760799339,2023-07-28,832,Tratamento Periodontal,Dr. Santos,0,9999.0,0,3,1,0
82828904756,2023-12-10,696,Tratamento de Canal,Dra. Mendes,0,9999.0,0,4,3,0
83154234870,2023-11-04,551,Tratamento Periodontal,Dr. Santos,0,9999.0,0,3,1,0
83186883766,2023-09-25,918,Tratamento de Canal,Dr. Santos,0,9999.0,0,4,1,1
83491040276,2024-01-28,1784,Tratamento Periodontal,Dra. Pereira,1,9999.0,0,3,4,1
83540953403,2023-01-24,435,Restauração Dentária,Dr. Santos,0,9999.0,0,2,1,0
83707040814,2023-08-15,1283,Restauração Dentária,Dr. Silva,0,9999.0,0,2,2,1
83763678937,2023-04-18,312,Restauração Dentária,Dr. Santos,0,9999.0,0,2,1,0
84037337761,2023-04-30,737,Clareamento Dental,Dr. Silva,1,9999.0,0,0,2,0
84256766797,2023-09-28,922,Implantodontia,Dra. Mendes,1,9999.0,0,1,3,0
84309099253,2023-06-10,1412,Restauração Dentária,Dr. Silva,0,9999.0,0,2,2,0
84402174805,2023-06-30,2073,Clareamento Dental,Dra. Pereira,1,9999.0,0,0,4,1
84504665048,2024-03-05,613,Tratamento Periodontal,Dra. Pereira,0,9999.0,0,3,4,0
84755764645,2024-02-13,972,Restauração Dentária,Dr. Santos,0,9999.0,0,2,1,0
84766369881,2023-02-02,401,Clareamento Dental,Dra. Pereira,0,9999.0,0,0,4,0
84853758846,2024-03-15,722,Restauração Dentária,Dra. Pereira,0,9999.0,0,2,4,0
84872661151,2023-03-26,1681,Tratamento Periodontal,Dr. Silva,1,9999.0,0,3,2,0
85834780857,2023-03-09,2491,Implantodontia,Dr. Santos,0,9999.0,0,1,1,0
85845332595,2023-04-10,532,Restauração Dentária,Dr. Santos,0,9999.0,0,2,1,0
86155195053,2023-05-23,1010,Restauração Dentária,Dra. Pereira,0,9999.0,0,2,4,0
86228965308,2024-02-26,2912,Tratamento Periodontal,Dr. Silva,1,9999.0,0,3,2,0
86346537237,2024-02-25,499,Tratamento Periodontal,Dra. Pereira,0,9999.0,0,3,4,0
86374471043,2024-04-27,480,Implantodontia,Dr. Silva,1,9999.0,0,1,2,0
86420953404,2023-10-02,698,Implantodontia,Dra. Mendes,1,9999.0,0,1,3,0
86503474471,2023-08-31,492,Implantodontia,Dr. Oliveira,1,9999.0,0,1,0,1
86523473339,2023-05-08,861,Clareamento Dental,Dr. Oliveira,1,9999.0,0,0,0,0
86532450606,2023-05-03,962,Restauração Dentária,Dr. Santos,0,9999.0,0,2,1,0
86759794110,2024-03-18,1079,Tratamento de Canal,Dr. Oliveira,1,9999.0,0,4,0,0
86988956885,2023-04-13,1855,Tratamento Periodontal,Dra. Mendes,1,9999.0,0,3,3,0
87030065811,2023-10-14,1001,Implantodontia,Dr. Oliveira,1,9999.0,0,1,0,0
87175555950,2023-06-07,908,Restauração Dentária,Dra. Pereira,0,9999.0,0,2,4,0
87201932599,2023-04-27,566,Restauração Dentária,Dra. Pereira,0,9999.0,0,2,4,1
87418167238,2023-08-13,1167,Tratamento Periodontal,Dra. Pereira,0,9999.0,0,3,4,1
87443495774,2024-04-01,1145,Tratamento Periodontal,Dr. Santos,0,9999.0,0,3,1,0
87825461760,2023-03-24,512,Clareamento Dental,Dra. Pereira,0,9999.0,0,0,4,0
88205324598,2024-04-25,1628,Clareamento Dental,Dra. Pereira,1,9999.0,0,0,4,1
88569189551,2024-04-20,509,Clareamento Dental,Dr. Silva,0,9999.0,0,0,2,0
88646928122,2023-04-26,1820,Implantodontia,Dra. Mendes,0,9999.0,0,1,3,0
88664237062,2023-05-25,904,Clareamento Dental,Dr. Santos,1,9999.0,0,0,1,0
88979173773,2024-01-03,614,Tratamento Periodontal,Dr. Oliveira,0,9999.0,0,3,0,0
89430695438,2023-10-08,409,Tratamento Periodontal,Dr. Santos,0,9999.0,0,3,1,0
89436928866,2023-09-19,1044,Clareamento Dental,Dra. Pereira,1,9999.0,0,0,4,0
89647330902,2023-11-13,513,Restauração Dentária,Dra. Pereira,0,9999.0,0,2,4,0
89733199912,2024-01-18,930,Restauração Dentária,Dra. Pereira,0,9999.0,0,2,4,0
90281087937,2023-05-27,438,Clareamento Dental,Dr. Santos,0,9999.0,0,0,1,1
90530932255,2024-04-03,488,Clareamento Dental,Dra. Mendes,0,9999.0,0,0,3,0
90931718388,2023-09-01,889,Tratamento de Canal,Dra. Mendes,0,9999.0,0,4,3,0
91255799013,2023-07-14,2094,Tratamento de Canal,Dra. Pereira,1,9999.0,0,4,4,1
91909622693,2023-02-11,430,Restauração Dentária,Dr. Silva,0,9999.0,0,2,2,0
91980339726,2023-09-03,584,Restauração Dentária,Dr. Oliveira,0,9999.0,0,2,0,0
92085135505,2023-01-06,2101,Clareamento Dental,Dr. Silva,1,9999.0,0,0,2,1
92320385300,2023-09-08,1159,Restauração Dentária,Dr. Oliveira,0,9999.0,0,2,0,1
92471592211,2023-08-29,2520,Clareamento Dental,Dr. Silva,1,9999.0,0,0,2,0
92481998348,2024-03-03,1442,Tratamento Periodontal,Dra. Mendes,0,9999.0,0,3,3,0
92569821354,2023-04-20,385,Implantodontia,Dra. Mendes,1,9999.0,0,1,3,0
92595224443,2023-04-11,608,Tratamento Periodontal,Dr. Oliveira,0,9999.0,0,3,0,1
92750586968,2023-07-16,555,Restauração Dentária,Dr. Santos,0,9999.0,0,2,1,1
93736093227,2023-01-02,643,Restauração Dentária,Dr. Silva,0,9999.0,0,2,2,1
93908724632,2023-08-10,498,Restauração Dentária,Dr. Oliveira,0,9999.0,0,2,0,0
94080163335,2023-11-23,836,Implantodontia,Dra. Mendes,1,9999.0,0,1,3,0
94240307126,2023-04-21,625,Restauração Dentária,Dr. Silva,0,9999.0,0,2,2,0
94281770876,2024-02-08,508,Tratamento Periodontal,Dra. Pereira,0,9999.0,0,3,4,0
94953968086,2023-07-18,360,Tratamento Periodontal,Dr. Oliveira,0,9999.0,0,3,0,0
95108744045,2023-08-01,653,Implantodontia,Dra. Pereira,1,9999.0,0,1,4,0
95371517978,2023-08-19,704,Tratamento de Canal,Dra. Pereira,0,9999.0,0,4,4,1
95386634189,2023-03-18,500,Clareamento Dental,Dr. Oliveira,0,9999.0,0,0,0,0
95633726675,2023-10-26,624,Restauração Dentária,Dr. Santos,0,9999.0,0,2,1,0
95709194455,2024-02-01,2935,Tratamento Periodontal,Dr. Oliveira,1,9999.0,0,3,0,0
95801813059,2023-12-07,1701,Clareamento Dental,Dra. Mendes,1,9999.0,0,0,3,0
95997026040,2024-04-28,1484,Implantodontia,Dr. Santos,1,9999.0,0,1,1,0
96104283440,2023-10-03,2144,Tratamento de Canal,Dr. Silva,1,9999.0,0,4,2,0
96217954915,2023-05-15,1470,Tratamento Periodontal,Dr. Silva,0,9999.0,0,3,2,1
96226463805,2023-06-16,521,Tratamento de Canal,Dr. Silva,0,9999.0,0,4,2,0
96680709507,2023-09-16,554,Clareamento Dental,Dr. Silva,0,9999.0,0,0,2,1
96709154786,2024-04-06,950,Restauração Dentária,Dra. Mendes,0,9999.0,0,2,3,0
96992324430,2024-04-07,327,Tratamento Periodontal,Dra. Mendes,1,9999.0,0,3,3,1
97311837515,2023-05-07,398,Tratamento de Canal,Dra. Mendes,0,9999.0,0,4,3,0
97318106771,2023-12-05,1089,Restauração Dentária,Dra. Mendes,0,9999.0,0,2,3,0
97378099988,2024-01-13,424,Implantodontia,Dr. Santos,1,9999.0,0,1,1,1
97541548437,2023-10-22,338,Tratamento Periodontal,Dr. Oliveira,1,9999.0,0,3,0,0
97610923742,2023-01-17,767,Tratamento de Canal,Dr. Silva,0,9999.0,0,4,2,1
97835984273,2023-04-07,1784,Implantodontia,Dr. Silva,0,9999.0,0,1,2,0
98224826937,2023-02-19,908,Restauração Dentária,Dra. Pereira,0,9999.0,0,2,4,0
98251882055,2024-04-11,1148,Tratamento de Canal,Dra. Mendes,1,9999.0,0,4,3,1
98271618432,2023-02-18,2292,Restauração Dentária,Dr. Silva,1,9999.0,0,2,2,1
98420288464,2023-06-09,812,Restauração Dentária,Dr. Oliveira,0,9999.0,0,2,0,0
98455331814,2024-01-01,1581,Tratamento Periodontal,Dra. Pereira,1,9999.0,0,3,4,0
98459527217,2023-12-15,446,Tratamento de Canal,Dra. Mendes,0,9999.0,0,4,3,0
98481881796,2023-10-10,1270,Implantodontia,Dr. Silva,1,9999.0,0,1,2,1
99082693737,2023-12-25,2670,Restauração Dentária,Dra. Pereira,1,9999.0,0,2,4,1
99202764834,2023-01-05,785,Tratamento de Canal,Dra. Pereira,0,9999.0,0,4,4,0
